YEAR,COUNTRY,RUNUP_HT,DEATHS,CAUSE,isTop10
2010,SRI LANKA,0.07,0, ,True
2004,SRI LANKA,4.5,0, ,True
2004,SRI LANKA,3.0,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,SRI LANKA,6.0,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,SRI LANKA,3.0,0, ,True
2004,SRI LANKA,5.5,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,INDONESIA,9.1,0, ,True
2004,INDONESIA,9.2,0, ,True
2004,INDONESIA,9.2,0, ,True
2004,INDONESIA,9.3,0, ,True
2004,INDONESIA,9.3,0, ,True
2004,INDONESIA,9.4,0, ,True
2004,INDONESIA,9.4,0, ,True
2004,INDONESIA,9.5,0, ,True
2004,INDONESIA,9.5,0, ,True
2004,INDONESIA,9.5,0, ,True
2004,SRI LANKA,4.1,0, ,True
2004,SRI LANKA,6.0,0, ,True
2004,SRI LANKA,6.1,0, ,True
2004,SRI LANKA,4.65,0, ,True
2004,SRI LANKA,4.5,0, ,True
2004,SRI LANKA,4.45,0, ,True
2004,SRI LANKA,3.8,0, ,True
2004,SRI LANKA,3.35,0, ,True
2004,SRI LANKA,5.5,0, ,True
2004,SRI LANKA,6.2,0, ,True
2004,SRI LANKA,7.0,0, ,True
2004,SRI LANKA,3.56,0, ,True
2004,SRI LANKA,4.55,0, ,True
2004,SRI LANKA,3.61,0, ,True
2004,SRI LANKA,11.0,0, ,True
2004,SRI LANKA,7.5,0, ,True
2004,SRI LANKA,6.1,0, ,True
2004,SRI LANKA,7.5,0, ,True
2004,SRI LANKA,7.0,0, ,True
2004,SRI LANKA,8.71,0, ,True
2004,SRI LANKA,10.0,0, ,True
2004,SRI LANKA,3.24,0, ,True
2004,SRI LANKA,11.0,0, ,True
2004,SRI LANKA,7.9,0, ,True
2004,SRI LANKA,9.0,0, ,True
2004,INDONESIA,19.96,0, ,True
1886,INDONESIA,0.0,0, ,True
2004,INDONESIA,23.51,0, ,True
2006,INDONESIA,0.06,0, ,True
2004,INDONESIA,27.28,0, ,True
2004,INDONESIA,1.75,0, ,True
2004,INDONESIA,3.0,0, ,True
2004,INDONESIA,21.65,0, ,True
2004,INDONESIA,0.3,0, ,True
2004,INDONESIA,30.4,0, ,True
2004,INDONESIA,24.35,0, ,True
2004,INDONESIA,15.77,0, ,True
2004,INDONESIA,25.05,0, ,True
2004,INDONESIA,20.07,0, ,True
2004,INDONESIA,5.48,0, ,True
2004,INDONESIA,5.52,0, ,True
2004,INDONESIA,5.35,0, ,True
2004,INDONESIA,20.1,0, ,True
2004,INDONESIA,4.0,0, ,True
2004,INDONESIA,5.96,0, ,True
2004,INDONESIA,1.9,0, ,True
2004,INDONESIA,10.7,0, ,True
2004,INDONESIA,6.47,0, ,True
2004,INDONESIA,2.0,0, ,True
2004,INDONESIA,2.5,0, ,True
2004,INDONESIA,6.2,0, ,True
2004,INDONESIA,21.7,0, ,True
2004,INDONESIA,23.1,0, ,True
2004,INDONESIA,4.7,0, ,True
2005,INDONESIA,3.05,0, ,True
2004,INDONESIA,24.5,0, ,True
2004,SRI LANKA,4.26,0, ,True
2005,INDONESIA,2.6,0, ,True
2004,INDONESIA,25.2,0, ,True
2004,SRI LANKA,5.05,0, ,True
2005,INDONESIA,1.3,0, ,True
2004,INDONESIA,25.5,0, ,True
2004,SRI LANKA,3.48,0, ,True
2005,INDONESIA,3.0,0, ,True
2004,SRI LANKA,4.24,0, ,True
2005,INDONESIA,2.5,0, ,True
2004,SRI LANKA,3.47,0, ,True
2005,INDONESIA,0.1,0, ,True
2004,SRI LANKA,4.15,0, ,True
2005,INDONESIA,2.5,0, ,True
2004,SRI LANKA,3.87,0, ,True
1852,INDONESIA,0.0,0,Earthquake,True
2005,INDONESIA,2.3,0, ,True
2004,SRI LANKA,3.82,0, ,True
2005,INDONESIA,2.0,0, ,True
1949,INDONESIA,0.0,0,Earthquake,True
1861,INDONESIA,0.0,0,Earthquake,True
2005,INDONESIA,2.3,0, ,True
1967,INDONESIA,0.0,0,Earthquake,True
1883,SRI LANKA,3.6,0, ,True
2005,INDONESIA,3.3,0, ,True
2005,INDONESIA,4.2,0, ,True
1922,INDONESIA,0.0,0,Earthquake,True
2004,SRI LANKA,2.4,0, ,True
2005,INDONESIA,1.7,0, ,True
2004,SRI LANKA,2.73,0, ,True
1936,INDONESIA,0.0,0,Earthquake,True
2005,INDONESIA,1.5,0, ,True
2004,SRI LANKA,5.24,0, ,True
1935,INDONESIA,0.0,0,Earthquake,True
2004,SRI LANKA,3.6,0, ,True
2004,SRI LANKA,4.2,0, ,True
